_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
48817,2014-12-23,,"Proposal to construct two 9 storey TCHC rental apartment buildings with, 155 residential units and 1 level of below grade parking.  Convenience address - 581 Dundas St E (Regent Park Block 24 South). See 15 233012 MV and 14 133926 SA.",1354,0.0,2017-12-11,14 267277,New Building,   ,0,Inspection, ,REGENT PARK,50,BLVD,Apartment Building
48818,2014-12-23,2020-10-26,"construct new 16 storey, 203 dwelling unit residential condo tower West Building",839,,2016-09-29,14 267285,New Building,M1R,0,Closed,E,LAWRENCE,2150,AVE,Apartment Building
48819,2014-12-23,2020-09-16,"construct new 14 storey, 133 unit residential condo tower South Building",839,,2017-09-11,14 267291,New Building,M1R,0,Closed,E,LAWRENCE,2150,AVE,Apartment Building
48820,2014-12-24,2021-09-10,"construct a six storey condominimum with 16 residential suites, a commercial unit on the ground floor, and an underground parking garage",76.44,0.0,2017-05-11,14 267679,New Building,M1N,0,Closed, ,KINGSTON,1340,RD,Apartment Building
48821,2014-12-30,2017-04-12,"Proposal for multiple projects to an existing 2 1/2 storey industrial building.  Scope of work includes 4 storey front and rear additions, 4th floor addition and interior alterations to convert to 8 residential units.",90.91,0.0,2016-04-07,14 268476,Building Additions/Alterations,M6H,0,Closed, ,LANSDOWNE,997,AVE,Apartment Building
48822,2014-12-30,2017-02-13,"Proposal for multiple projects to an existing building.  Scope of work includes 4 storey rear addition, 3rd and 4th floor additions and interior alterations to convert to 8 residential units.",90.81,0.0,2016-02-25,14 268627,Building Additions/Alterations,M6H,0,Closed, ,LANSDOWNE,995,AVE,Apartment Building
48823,2015-01-23,,Constuct a new 2 storey office building  (SHELL ONLY),243,0.0,2016-12-05,15 108034,New Building,   ,0,Inspection,E,SHEPPARD,0,AVE,Office
48824,2015-03-03,2015-11-09,Construct a detached GARAGE at rear of property,35.9,,2015-04-15,15 123194,Small Residential Projects,M5R,0,Closed, ,SPADINA,298,RD,SFD - Detached
48825,2015-07-06,2015-11-09,"REV01 - Revison to lower the height  and location of garage and landscape    
Construct a detached GARAGE at rear of property",35.9,,2015-07-16,15 123194,Small Residential Projects,M5R,1,Closed, ,SPADINA,298,RD,SFD - Detached
48826,2015-03-25,,"Proposal to construct a new 3 storey commercial building (portion of the facade to remain and be reused).  Proposal is for a two-storey ""Shoppers Drug Mart"" and seperate office uses on the third floor of the building.  See also 14 139814 STE.",150.6,,2015-07-16,15 132345,New Building,M4Y,0,Inspection, ,YONGE,720,ST,Multiple Use/Non Residential
48827,2015-03-31,2016-10-31,"Proposed construction of new three storey shell (18,820m2) department store - Nordstrom - Yorkdale Mall",1553.8,0.0,2016-08-18,15 134857,New Building,M6A,0,Closed, ,DUFFERIN,3401,ST,Retail Store
48828,2015-04-08,,CONSTRUCTION OF NEW EMS STATION EMERGENCY SERVICES BUILDING.,358,0.0,2015-12-31,15 137670,New Building,M3M,0,Inspection, ,WILSON,1300,AVE,Other
48829,2015-04-13,,Proposal to construct a 13 storey office tower and a 10 storey office tower with a 4 storey podium and 4 levels of below grade parking.  The proposal will also include retail units on the ground floor.,2114,0.0,2018-03-27,15 140135,New Building,M5A,0,Inspection,E,QUEENS QUAY,130, ,Multiple Use/Non Residential
48830,2015-04-14,2017-03-20,"Proposed construction of a new two storey pre-engineered self serve storage facility - Bld ""A""",1587.8,0.0,2016-03-08,15 140383,New Building,M1C,0,Closed,N,CENTENNIAL,515,RD,Self-Service Storage Building
48831,2015-04-14,2017-03-20,"Proposed construction of a new two storey pre-engineered self serve storage facility - Bld ""B""",1659.10,0.0,2016-03-08,15 140425,New Building,M1C,0,Closed,N,CENTENNIAL,515,RD,Self-Service Storage Building
48832,2015-04-20,,new 4 storey cemetary building (columbarium),260.0,,2016-11-24,15 143686,New Building,   ,0,Inspection, ,BIRCHMOUNT,2451,RD,Other
48833,2015-04-20,2019-08-14,Proposal to construct a new 30 storey mixed use building with 172 student residential dwelling units and retail use at grade.,473.34,0.0,2017-03-29,15 143919,New Building,M5B,0,Closed, ,JARVIS,186,ST,Mixed Use/Res w Non Res
48834,2015-04-21,2021-12-08,"Demolish portion of existing building, make alterations and construct two additions for multiple use building - restaurant (671m22), retail (12,863m2), daycare (466m2) and loading bay (3524m2), interior alterations - restaurant (4019m2), retail (23192m2) and day care (462m2)",5361,0.0,2019-03-13,15 144491,Building Additions/Alterations,M2N,0,Closed, ,YONGE,4841-4881,ST,Multiple Unit Building
48835,2015-04-27,,Proposal to construct a new semi-detached garage in the rear yard of existing single family dwelling. See 52 Hastings for other side of garage.,26.22,,2015-06-09,15 147402,Small Residential Projects,M4L,0,Inspection, ,HASTINGS,50,AVE,SFD - Detached
48836,2015-05-01,2021-05-28,"Proposal to construct a 25 storey condo with commercial at grade, 200 residential units, and 4 1/2 storey's of below grade parking.",13.10,0.0,2018-10-02,15 150230,New Building,M5R,0,Closed, ,CUMBERLAND,94,ST,Mixed Use/Res w Non Res
48837,2015-05-04,,"Proposal for a 50 storey apartment building with retail at grade and 4 levels of underground parking, portion of the existing heritage building will be maintained and renovated",524.2,0.0,2016-12-09,15 151323,New Building,M4X,0,Inspection, ,SHERBOURNE,592,ST,Mixed Use/Res w Non Res
48838,2015-05-08,,"Proposal to construct a residential building with 2 towers on a 6-storey podium: total 37 storeys plus 2-storey mechanical penthouse, 6 levels of below grade parking, and 948 residential units (including 32 rental units).  95 & 99 Broadway Ave and 197 Redpath Ave.",560.0,0.0,2018-09-10,15 153872,New Building,M4P,0,Inspection, ,BROADWAY,95,AVE,Apartment Building
48839,2015-05-19,,"Proposal to construct a 35 storey condo with 337 residential units, commercial at grade, and 3 levels of below grade parking.",14.33,0.0,2018-01-24,15 159182,New Building,M4Y,0,Inspection,E,WELLESLEY,40,ST,Mixed Use/Res w Non Res
48840,2015-05-25,,one storey warehouse (shell) addition,7617,,,15 162424,Building Additions/Alterations,M3N,0,Examiner's Notice Sent, ,NORFINCH,134,DR,Warehouse
48841,2015-06-05,,Proposal to construct an 13 storey condo building with 164 residential units and 3 levels of below grade parking.  213-223 ST CLAIR AVE W,252.07,27.0,2016-06-22,15 169372,New Building,M4V,0,Inspection,W,ST CLAIR,223,AVE,Apartment Building
48842,2015-06-16,2015-12-17,Proposal to install a green roof on the top of a par of semi-detached houses and a detached garage. See file 15 174905 for info the B side semi.,38.6,,2015-07-15,15 174905,Small Residential Projects,M5P,0,Closed, ,RELMAR,7 A,RD,SFD - Semi-Detached
48843,2015-06-16,2015-12-17,Proposal to install a green roof on the top of a par of semi-detached houses and a detached garage. See file 15 174905 for the other house.,27.9,,2015-07-15,15 174944,Small Residential Projects,M5P,0,Closed, ,RELMAR,7 B,RD,SFD - Semi-Detached
48844,2015-06-16,,"Construct a 8 storey commercial building consisting of retail, restaurant and office spaces at ""University Heights""",1045,0.0,2018-07-18,15 174949,New Building,   ,0,Inspection,W,FINCH,1275,AVE,Mixed Use/Res w Non Res
48845,2015-06-18,2022-03-21,Proposal to construct a 12 storey mixed-use building with 308 dwelling units (80 affordable housing units) with 4 levels of underground parking and commercial at grade.,1120,0.0,2017-12-07,15 176396,New Building,   ,0,Closed, ,EDGEWATER,1,DR,Mixed Use/Res w Non Res
48846,2015-06-24,,"Proposal to alter the existing two-storey detached dwelling by constructing a one-storey west side addition, a two-storey east side addition, a three-storey front addition, and a rear one-storey addition with rear deck.",208,,2015-10-29,15 180300,Small Residential Projects,M4W,0,Inspection, ,BEAUMONT,11,RD,SFD - Detached
48847,2015-06-30,,"Proposal to construct a new 44-storey mixed use building with 6 levels of underground parking, ground floor commercial retail space and 595 residential units. 

",720.78,0.0,2017-05-01,15 183221,New Building,   ,0,Inspection,W,GERRARD,43,ST,Mixed Use/Res w Non Res
48848,2015-06-30,2019-12-11,Proposal to construct a 2nd-storey addition at front of house (above existing garage and study) + interior accessibility improvements.  See MV #A0831/14TEY and ZZC #15-182368.,10.31,,2015-08-18,15 183406,Small Residential Projects,M4E,0,Closed, ,GLEN OAK,37,DR,SFD - Detached
48849,2015-07-15,,"Proposal to construct a 58 storey condo with 605 residential units, commercial at grade, live/work & office on 2nd floor, and 3 levels of underground parking.",59,0.0,2018-10-04,15 191104,New Building,M4S,0,Inspection, ,YONGE,2221,ST,Mixed Use/Res w Non Res
48850,2015-08-04,2019-01-17,"LEAD FOLDER FOR ALL UNITS IN BLOCKS A
Proposal to construct one 3 storey townhouse dwelling unit in a townhouse building containing 9 freehold townhouses atop an existing parking facility. 
NOTE:  ALL FEES TO BE PAID IN SEPARATE BLOCKS",890,,2017-06-19,15 201043,New Houses,M4X,0,Closed, ,SHERBOURNE,545-565,ST,SFD - Townhouse
48851,2015-08-05,2018-05-14,"(New Building) Permit to construct new facility for the Vision Truck Group Dealership. A two storey building that contains a service garage, storage wharehouse, parts retail, and offices.",0,753.85,2016-08-02,15 202222,New Building,M8W,0,Closed, ,EVANS,415,AVE,Retail Store
48852,2015-08-06,2020-07-06,2 Storey Catholic French Language high school for grades 7 to 12,2565,0.0,2016-10-28,15 202756,New Building,M1J,0,Closed,E,EGLINTON,2850,AVE,Secondary School
48853,2015-08-13,,Proposal to construct additions and interior alterations to exisitng car dealership,0,641.0,2020-02-05,15 206321,Building Additions/Alterations,M6N,0,Inspection,W,ST CLAIR,2336,AVE,Multiple Use/Non Residential
48854,2015-09-08,2018-06-14,Proposal to construct a 7 storey Residential Condominum with 58 residential units and 2 levels of below grade parking.,190,,2017-06-30,15 219396,New Building,M4E,0,Closed, ,KINGSTON,646,RD,Apartment Building
48855,2015-09-09,2019-10-03,"Proposal to construct a new 14 storey condo with 218 residential units, commercial at grade, and 4 levels of below grade parking.  604-618 RICHMOND ST W",514,0.0,2017-09-18,15 220175,New Building,M5V,0,Closed,W,RICHMOND,604,ST,Mixed Use/Res w Non Res
48856,2015-09-15,2018-04-18,"Construct new 2 storey addition to industrial building, interior alterations to existing building",266,,2016-11-22,15 222772,Building Additions/Alterations,M1B,0,Closed, ,GRAND MARSHALL,51,DR,Industrial
48857,2015-09-17,2019-03-13,Construct interior alterations to the former De Havilland hanger for the future Aerospace program at Centennial College,1183,0.0,2016-09-22,15 223954,Building Additions/Alterations,M3K,0,Closed,W,SHEPPARD,1377,AVE,College/Trade/Tech School/Training Cent.
48858,2015-09-17,2018-01-11,New construction of a 4-storey retail - Restoration Hardware,0,545.0,2016-12-20,15 224200,Building Additions/Alterations,M6A,0,Closed, ,DUFFERIN,3401,ST,Retail Store
48859,2015-09-17,,4 storey medical office building,914,,2016-07-07,15 224387,New Building,M1B,0,Inspection, ,MARKHAM,2225,RD,Medical/Dental Office
48860,2015-09-18,,Construct a new sfd-detached with attached garage (326m2) w/ finished basement (134.15m2),460.15,,2015-10-21,15 224973,New Houses,M2N,0,Inspection, ,KINGSDALE,114,AVE,SFD - Detached
48861,2015-09-22,,"Construct a new 3 storey Porsche Dealership with an underground parking garage, dealership on the first two floor and head office on the third floor",1030,0.0,2018-04-27,15 226338,New Building,   ,0,Permit Issued, ,YORKLAND,165,BLVD,Multiple Use/Non Residential
48862,2015-09-24,,"Proposal to construct 45 storey residential condo with 430 units and 4 levels of undeground garage.

RESIDENTIAL UNITS ONLY NO COMMERCIAL
GREEN ROOF TOTAL AVAIL ROOF- 2804m2
required 60 percent 1682m2
proposes 1904m2 (more than required)",1682,0.0,2018-07-20,15 228084,New Building,   ,0,Inspection, ,MABELLE,7,AVE,Apartment Building
48863,2015-09-25,,"24 storey apartment building with ground floor retail containing 263 dwelling units, four levels of underground parking and a green roof -  Building B2 - Fifth on the Park",186,,2018-07-17,15 228503,New Building,M2J,0,Inspection, ,FOREST MANOR,32-50,RD,Apartment Building
48864,2015-09-29,,Proposal to construct a new 7 storey above grade and 4 storey below grade mixed use building. YMCA will occupy the ground and basement floors. There will be a total of 91 residential suites above grade and the lowest 3 levels will consists of underground parking.,524.8,0.0,2020-12-07,15 230306,New Building,M4E,0,Inspection, ,KINGSTON,907,RD,Mixed Use/Res w Non Res
48865,2015-10-01,,"Proposal to construct a six storey mixed use building with a commercial ground floor, two levels of underground parking and a total of 32 residential units",368,,2018-04-27,15 231555,New Building,M4L,0,Inspection,E,QUEEN,1878,ST,Mixed Use/Res w Non Res
48866,2015-10-05,,"Enclose existing court yard for the proposal of future retail and restaurant space on  first and second floor levels (addition), alterations to the parking level one  to convert existing storage space  for a new elevator leading to lobby, renovate existing  TTC west entrance and renovate existing mechanical penthouse with new equipment on roof...",526.7,0.0,2017-07-04,15 232712,Building Additions/Alterations,M4N,0,Inspection, ,YONGE,3080,ST,Multiple Use/Non Residential
48867,2015-10-08,2017-11-08,"Proposal for a 2 storey addition to an existing elementary school - providing 3 FDK classrooms + 9 standard classrooms + general purpose room with a stage + boys & girls change rooms and two universal washrooms. Scope of work also includes interior alterations to existing
staff room with M/F Washroom, new workroom & boiler room on the ground floor, sprinklers and new resource room on the 2nd floor.",0,328.0,2016-01-14,15 234807,Building Additions/Alterations,M9P,0,Closed, ,WESTROYAL,30,RD,Elementary School
48868,2015-10-13,,"Proposal to construct a two-storey addition to the existing elementary school, St. Ursula C.S",308.60,0.0,2016-07-19,15 236812,Building Additions/Alterations,M1E,0,Inspection, ,LIVINGSTON,215,RD,Elementary School
48869,2015-10-15,2019-04-05,Proposal to construct a new 13 storey (condominium) apartment building with 276 residential units and 1 level of below grade parking.  New address - 8 Trent Ave.,1099,0.0,2018-01-15,15 237835,New Building,M4C,0,Closed, ,TRENT,14,AVE,Apartment Building
